alert_id,timestamp,source_rule,mitre_tactic,mitre_technique,inherent_severity,vendor_severity,asset_type,asset_criticality,alert_count_1h,alert_count_24h,has_ioc_match,user_privilege_level,time_since_last_alert,disposition,contextual_risk,burst_index,severity_gap,source_id,alert_type,detection_tool,detection_vendor,asset_id,asset_hostname,asset_ip,user_id,user_department,process_name,network_direction
019af411-3d87-7b6f-8000-000000000000,2025-12-31 05:09:24.728029,RULE_042,Reconnaissance,T1595,1,3,workstation,5,4,13,False,admin,53,false_positive,5,0.6098533345119623,-2,SRC_0240,anomaly,Email Gateway,CrowdStrike,AST_0240,WS-0240,192.168.17.51,adm_0240,Security,ssh,inbound
019af411-3d88-7b70-8000-000000000000,2026-02-23 11:38:42,RULE_031,Reconnaissance,T1590,1,2,workstation,5,11,23,False,standard,252,false_positive,5,0.7818957080144684,-1,SRC_0125,anomaly,Email Gateway,Palo Alto Networks,AST_0125,WS-0125,192.168.88.209,user_0125,Operations,curl.exe,inbound
019af411-3d89-7b71-8000-000000000000,2026-02-25 18:46:08.409626,RULE_038,Command and Control,T1219,3,4,workstation,6,7,9,False,admin,169,false_positive,18,0.9030899869919434,-1,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,rundll32.exe,outbound
019af411-3d8a-7b72-8000-000000000000,2025-12-16 23:48:10.772784,RULE_020,Defense Evasion,T1070,3,3,workstation,2,0,4,False,standard,4703,escalated,6,0.0,0,SRC_0054,anomaly,EDR,Splunk,AST_0054,WS-0054,172.18.203.221,user_0054,Operations,svchost.exe,internal
019af411-3d8b-7b73-8000-000000000000,2025-12-20 15:13:54,RULE_038,Reconnaissance,T1590,1,2,iot,1,9,12,False,standard,554,false_positive,1,0.8977117175026231,-1,SRC_0020,anomaly,NDR,Palo Alto Networks,AST_0020,IOT-0020,172.22.181.205,user_0020,IT,curl.exe,inbound
019af411-3d8c-7b74-8000-000000000000,2025-12-08 17:25:46.760719,RULE_050,Credential Access,T1110,3,4,workstation,5,3,9,False,standard,205,false_positive,15,0.6020599913279623,-1,SRC_0189,anomaly,NDR,Palo Alto Networks,AST_0189,WS-0189,10.38.251.83,user_0189,Engineering,curl.exe,lateral
019af411-3d8d-7b75-8000-000000000000,2025-12-16 07:20:45.207334,RULE_019,Defense Evasion,T1036,3,2,workstation,6,2,4,False,standard,1759,escalated,18,0.6826061944859854,1,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,ssh,internal
019af411-3d8e-7b76-8000-000000000000,2026-01-21 03:17:15.897623,RULE_002,Resource Development,T1588,1,5,workstation,6,18,23,True,standard,216,false_positive,6,0.9264912227254727,-4,SRC_0066,signature_broad,SIEM,Splunk,AST_0066,WS-0066,192.168.71.195,user_0066,Operations,wmic.exe,internal
019af411-3d8f-7b77-8000-000000000000,2026-03-06 14:53:00,RULE_007,Defense Evasion,T1070,3,2,workstation,3,12,12,False,admin,1,false_positive,9,1.0,1,SRC_0234,anomaly,IDS,SentinelOne,AST_0234,WS-0234,10.145.226.161,adm_0234,Engineering,powershell.exe,internal
019af411-3d90-7b78-8000-000000000000,2025-12-19 17:38:14,RULE_047,Lateral Movement,T1091,4,3,workstation,4,5,10,False,service_account,594,false_positive,16,0.7472217363092141,1,SRC_0109,anomaly,EDR,CrowdStrike,AST_0109,WS-0109,172.16.220.207,svc_0109,Engineering,python.exe,lateral
019af411-3d91-7b79-8000-000000000000,2026-02-15 08:16:28,RULE_039,Persistence,T1037,2,3,server,8,8,14,False,service_account,33,false_positive,16,0.8113677421644259,-1,SRC_0027,anomaly,Firewall,Cisco,AST_0027,SRV-0027,10.36.30.43,svc_0027,IT,cmd.exe,internal
019af411-3d92-7b7a-8000-000000000000,2026-01-17 16:34:55,RULE_030,Execution,T1106,2,2,domain_controller,9,2,14,False,service_account,460,false_positive,18,0.40568387108221293,0,SRC_0166,anomaly,CloudTrail,Cisco,AST_0166,DC-0166,172.24.234.235,svc_0166,Finance,cmd.exe,internal
019af411-3d93-7b7b-8000-000000000000,2026-01-05 14:40:08,RULE_028,Reconnaissance,T1589,1,3,iot,1,10,23,False,standard,19,false_positive,1,0.7545168838552492,-2,SRC_0101,anomaly,Firewall,Palo Alto Networks,AST_0101,IOT-0101,10.71.148.60,user_0101,Operations,powershell.exe,inbound
019af411-3d94-7b7c-8000-000000000000,2025-12-19 00:50:31.745735,RULE_028,Discovery,T1018,1,1,workstation,4,3,18,False,admin,424,false_positive,4,0.4708178267332765,0,SRC_0085,anomaly,SIEM,SentinelOne,AST_0085,WS-0085,10.188.169.173,adm_0085,Finance,cmd.exe,lateral
019af411-3d95-7b7d-8000-000000000000,2026-02-01 15:56:03.506969,RULE_038,Resource Development,T1587,1,2,workstation,3,13,15,False,admin,112,false_positive,3,0.9518387305144009,-1,SRC_0176,anomaly,NDR,Palo Alto Networks,AST_0176,WS-0176,192.168.157.108,adm_0176,IT,rundll32.exe,internal
019af411-3d96-7b7e-8000-000000000000,2026-01-29 10:41:02,RULE_007,Collection,T1005,3,4,workstation,3,7,17,False,admin,333,false_positive,9,0.7194373997043944,-1,SRC_0234,anomaly,IDS,SentinelOne,AST_0234,WS-0234,10.145.226.161,adm_0234,Engineering,cmd.exe,internal
019af411-3d97-7b7f-8000-000000000000,2025-12-26 16:00:17,RULE_037,Initial Access,T1078,2,4,server,6,6,17,False,standard,848,false_positive,12,0.6732387083908185,-2,SRC_0128,anomaly,SIEM,CrowdStrike,AST_0128,SRV-0128,172.17.225.140,user_0128,Engineering,python.exe,inbound
019af411-3d98-7b80-8000-000000000000,2026-03-06 15:55:26,RULE_027,Execution,T1106,2,4,server,7,8,13,False,standard,703,false_positive,14,0.8325793277315986,-2,SRC_0231,anomaly,Firewall,Splunk,AST_0231,SRV-0231,10.145.181.84,user_0231,Operations,wmic.exe,internal
019af411-3d99-7b81-8000-000000000000,2026-01-12 19:02:52.688535,RULE_033,Command and Control,T1071,3,3,server,9,1,12,True,standard,3613,true_positive,27,0.27023815442731974,0,SRC_0162,anomaly,NDR,Cisco,AST_0162,SRV-0162,10.184.1.110,user_0162,Finance,bash,outbound
019af411-3d9a-7b82-8000-000000000000,2025-12-21 09:04:48.893026,RULE_041,Discovery,T1018,1,5,cloud_vm,8,8,21,False,standard,750,true_positive,8,0.7108361048063275,-4,SRC_0059,anomaly,Email Gateway,Splunk,AST_0059,VM-0059,172.18.88.11,user_0059,Engineering,python.exe,lateral
019af411-3d9b-7b83-8000-000000000000,2026-01-15 08:49:24,RULE_038,Discovery,T1018,1,3,workstation,3,12,15,False,admin,560,false_positive,3,0.925109929535273,-2,SRC_0176,anomaly,NDR,Palo Alto Networks,AST_0176,WS-0176,192.168.157.108,adm_0176,IT,wmic.exe,lateral
019af411-3d9c-7b84-8000-000000000000,2025-12-07 02:18:19.858955,RULE_019,Persistence,T1037,2,5,workstation,5,1,5,False,standard,449,true_positive,10,0.3868528072345416,-3,SRC_0005,anomaly,CloudTrail,Cisco,AST_0005,WS-0005,192.168.127.69,user_0005,Engineering,cmd.exe,internal
019af411-3d9d-7b85-8000-000000000000,2026-01-09 11:42:18,RULE_019,Resource Development,T1587,1,1,workstation,6,1,11,False,standard,2733,false_positive,6,0.2789429456511298,0,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,rundll32.exe,internal
019af411-3d9e-7b86-8000-000000000000,2026-02-25 16:12:16,RULE_010,Reconnaissance,T1595,1,1,domain_controller,9,14,17,False,standard,7,false_positive,9,0.9369210703447151,0,SRC_0044,signature_broad,IDS,Microsoft,AST_0044,DC-0044,192.168.10.13,user_0044,IT,cmd.exe,inbound
019af411-3d9f-7b87-8000-000000000000,2026-03-02 03:31:55.571943,RULE_024,Initial Access,T1078,2,1,iot,4,3,7,False,admin,309,false_positive,8,0.6666666666666667,1,SRC_0094,anomaly,SIEM,Palo Alto Networks,AST_0094,IOT-0094,10.3.133.99,adm_0094,Engineering,wmic.exe,inbound
019af411-3da0-7b88-8000-000000000000,2026-01-26 14:12:37,RULE_001,Persistence,T1053,2,3,server,5,6,19,False,standard,557,false_positive,10,0.6495607655709434,-1,SRC_0192,anomaly,CloudTrail,Cisco,AST_0192,SRV-0192,10.23.84.127,user_0192,Engineering,rundll32.exe,internal
019af411-3da1-7b89-8000-000000000000,2025-12-19 05:40:24.363561,RULE_046,Persistence,T1547,2,3,cloud_vm,8,9,16,False,standard,475,false_positive,16,0.812711509291959,-1,SRC_0191,anomaly,Firewall,Splunk,AST_0191,VM-0191,10.232.169.144,user_0191,HR,cmd.exe,internal
019af411-3da2-7b8a-8000-000000000000,2026-02-28 11:09:46,RULE_017,Discovery,T1046,1,2,iot,2,4,9,False,standard,540,false_positive,2,0.6989700043360187,-1,SRC_0071,anomaly,CloudTrail,Microsoft,AST_0071,IOT-0071,10.217.40.111,user_0071,HR,ssh,lateral
019af411-3da3-7b8b-8000-000000000000,2026-02-03 19:41:24.054576,RULE_034,Initial Access,T1190,2,4,cloud_vm,7,6,12,False,admin,2497,false_positive,14,0.7586544129592989,-2,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,rundll32.exe,inbound
019af411-3da4-7b8c-8000-000000000000,2026-02-12 09:08:29,RULE_025,Reconnaissance,T1592,1,3,workstation,5,6,19,False,standard,1764,false_positive,5,0.6495607655709434,-2,SRC_0182,anomaly,NDR,Splunk,AST_0182,WS-0182,172.30.194.32,user_0182,HR,svchost.exe,inbound
019af411-3da5-7b8d-8000-000000000000,2026-01-13 14:32:47.409483,RULE_010,Credential Access,T1110,3,3,cloud_vm,8,5,17,False,standard,297,escalated,24,0.6199062332840658,0,SRC_0026,anomaly,IDS,Palo Alto Networks,AST_0026,VM-0026,192.168.240.75,user_0026,Finance,svchost.exe,lateral
019af411-3da6-7b8e-8000-000000000000,2025-12-28 09:31:37.794132,RULE_010,Execution,T1047,2,5,cloud_vm,8,11,23,False,standard,165,true_positive,16,0.7818957080144684,-3,SRC_0026,anomaly,IDS,Palo Alto Networks,AST_0026,VM-0026,192.168.240.75,user_0026,Finance,cmd.exe,internal
019af411-3da7-7b8f-8000-000000000000,2026-02-01 01:55:52.428217,RULE_008,Command and Control,T1105,3,2,cloud_vm,7,7,12,False,service_account,650,false_positive,21,0.8107144632819592,1,SRC_0073,anomaly,Email Gateway,Splunk,AST_0073,VM-0073,192.168.16.155,svc_0073,Engineering,bash,outbound
019af411-3da8-7b90-8000-000000000000,2025-12-31 14:07:58,RULE_033,Discovery,T1046,1,3,cloud_vm,4,3,16,False,admin,1009,false_positive,4,0.489301084236452,-2,SRC_0186,anomaly,SIEM,Splunk,AST_0186,VM-0186,10.190.175.47,adm_0186,Finance,cmd.exe,lateral
019af411-3da9-7b91-8000-000000000000,2026-02-03 19:57:07.949166,RULE_045,Reconnaissance,T1595,1,3,server,6,2,18,False,standard,359,false_positive,6,0.373114300021637,-2,SRC_0160,anomaly,EDR,Palo Alto Networks,AST_0160,SRV-0160,172.16.163.67,user_0160,Finance,bash,inbound
019af411-3daa-7b92-8000-000000000000,2026-01-16 14:28:03.250328,RULE_038,Command and Control,T1071,3,4,workstation,6,4,13,False,admin,1664,escalated,18,0.6098533345119623,-1,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,cmd.exe,outbound
019af411-3dab-7b93-8000-000000000000,2026-01-13 14:47:32,RULE_007,Resource Development,T1588,1,2,workstation,4,14,28,False,standard,168,false_positive,4,0.8042210538754737,-1,SRC_0246,signature_broad,EDR,CrowdStrike,AST_0246,WS-0246,10.187.113.156,user_0246,Operations,cmd.exe,internal
019af411-3dac-7b94-8000-000000000000,2026-01-12 08:21:58.322564,RULE_011,Impact,T1486,4,1,workstation,6,0,4,False,standard,3756,true_positive,24,0.0,3,SRC_0017,behavioral,Firewall,Cisco,AST_0017,WS-0017,192.168.13.238,user_0017,IT,ssh,internal
019af411-3dad-7b95-8000-000000000000,2026-01-26 11:12:57,RULE_038,Initial Access,T1133,2,3,cloud_vm,4,10,10,False,standard,915,false_positive,8,1.0,-1,SRC_0146,anomaly,Email Gateway,Palo Alto Networks,AST_0146,VM-0146,172.31.30.249,user_0146,Engineering,cmd.exe,inbound
019af411-3dae-7b96-8000-000000000000,2026-01-11 19:15:41.958962,RULE_007,Credential Access,T1110,3,4,server,8,12,17,False,standard,73,escalated,24,0.8874115761940965,-1,SRC_0223,anomaly,SIEM,SentinelOne,AST_0223,SRV-0223,192.168.2.67,user_0223,Engineering,bash,lateral
019af411-3daf-7b97-8000-000000000000,2026-02-01 08:14:24,RULE_025,Collection,T1039,3,3,workstation,4,5,10,False,service_account,290,false_positive,12,0.7472217363092141,0,SRC_0235,anomaly,Email Gateway,SentinelOne,AST_0235,WS-0235,192.168.222.135,svc_0235,Operations,cmd.exe,internal
019af411-3db0-7b98-8000-000000000000,2026-01-27 12:39:57.768888,RULE_029,Reconnaissance,T1589,1,1,workstation,6,9,17,False,standard,727,false_positive,6,0.7966397701969122,0,SRC_0141,anomaly,Firewall,SentinelOne,AST_0141,WS-0141,10.83.254.244,user_0141,IT,svchost.exe,inbound
019af411-3db1-7b99-8000-000000000000,2026-01-14 07:38:22.966574,RULE_024,Discovery,T1046,1,4,iot,4,5,14,False,admin,666,false_positive,4,0.6616418958920284,-3,SRC_0094,anomaly,SIEM,Palo Alto Networks,AST_0094,IOT-0094,10.3.133.99,adm_0094,Engineering,cmd.exe,lateral
019af411-3db2-7b9a-8000-000000000000,2026-01-06 10:39:03,RULE_007,Discovery,T1018,1,4,workstation,3,9,22,False,admin,161,false_positive,3,0.7343611355735556,-3,SRC_0234,signature_broad,IDS,SentinelOne,AST_0234,WS-0234,10.145.226.161,adm_0234,Engineering,cmd.exe,lateral
019af411-3db3-7b9b-8000-000000000000,2025-12-28 12:25:12.734073,RULE_002,Privilege Escalation,T1068,3,2,workstation,6,3,15,False,standard,1794,escalated,18,0.5,1,SRC_0066,anomaly,SIEM,Splunk,AST_0066,WS-0066,192.168.71.195,user_0066,Operations,wmic.exe,internal
019af411-3db4-7b9c-8000-000000000000,2026-02-07 10:48:44,RULE_007,Reconnaissance,T1595,1,4,workstation,6,13,24,False,admin,40,false_positive,6,0.8198692565977803,-3,SRC_0038,signature_broad,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,python.exe,inbound
019af411-3db5-7b9d-8000-000000000000,2025-12-18 09:09:53,RULE_038,Defense Evasion,T1027,3,4,workstation,3,2,12,False,admin,899,false_positive,9,0.42831734103139474,-1,SRC_0176,anomaly,NDR,Palo Alto Networks,AST_0176,WS-0176,192.168.157.108,adm_0176,IT,svchost.exe,internal
019af411-3db6-7b9e-8000-000000000000,2026-01-21 14:07:37.367489,RULE_012,Credential Access,T1110,3,3,workstation,5,2,4,False,admin,7735,escalated,15,0.6826061944859854,0,SRC_0174,anomaly,Email Gateway,Microsoft,AST_0174,WS-0174,192.168.206.170,adm_0174,IT,ssh,lateral
019af411-3db7-7b9f-8000-000000000000,2026-02-05 02:03:57.745771,RULE_019,Privilege Escalation,T1548,3,2,workstation,6,2,5,False,standard,163,escalated,18,0.6131471927654585,1,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,powershell.exe,internal
019af411-3db8-7ba0-8000-000000000000,2026-01-16 05:49:28.200045,RULE_038,Command and Control,T1095,3,4,iot,1,5,14,False,standard,1451,false_positive,3,0.6616418958920284,-1,SRC_0020,anomaly,NDR,Palo Alto Networks,AST_0020,IOT-0020,172.22.181.205,user_0020,IT,powershell.exe,outbound
019af411-3db9-7ba1-8000-000000000000,2026-01-22 23:04:40.424362,RULE_038,Reconnaissance,T1589,1,3,workstation,6,16,28,False,admin,201,false_positive,6,0.84139127867111,-2,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,powershell.exe,inbound
019af411-3dba-7ba2-8000-000000000000,2025-12-09 14:19:45,RULE_010,Discovery,T1087,1,4,cloud_vm,8,21,26,False,standard,92,false_positive,8,0.9378626974051986,-3,SRC_0026,signature_broad,IDS,Palo Alto Networks,AST_0026,VM-0026,192.168.240.75,user_0026,Finance,ssh,lateral
019af411-3dbb-7ba3-8000-000000000000,2026-01-24 15:03:51.496161,RULE_031,Defense Evasion,T1036,3,5,cloud_vm,7,7,17,True,standard,1590,true_positive,21,0.7194373997043944,-2,SRC_0205,anomaly,Firewall,Splunk,AST_0205,VM-0205,10.63.21.2,user_0205,HR,curl.exe,internal
019af411-3dbc-7ba4-8000-000000000000,2025-12-13 20:50:59.928829,RULE_024,Collection,T1114,3,4,server,6,1,11,False,service_account,4579,escalated,18,0.2789429456511298,-1,SRC_0011,anomaly,Firewall,Cisco,AST_0011,SRV-0011,192.168.162.244,svc_0011,Security,ssh,internal
019af411-3dbd-7ba5-8000-000000000000,2026-01-28 14:04:14.538299,RULE_008,Credential Access,T1556,3,2,cloud_vm,8,6,14,False,standard,733,escalated,24,0.7185650207899779,1,SRC_0075,anomaly,NDR,Palo Alto Networks,AST_0075,VM-0075,172.27.33.141,user_0075,HR,cmd.exe,lateral
019af411-3dbe-7ba6-8000-000000000000,2026-02-19 02:37:22.268633,RULE_034,Credential Access,T1110,3,3,cloud_vm,7,3,11,False,admin,1434,escalated,21,0.5578858913022596,0,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,python.exe,lateral
019af411-3dbf-7ba7-8000-000000000000,2026-03-01 08:53:22.794277,RULE_024,Privilege Escalation,T1068,3,5,iot,4,9,10,False,service_account,680,true_positive,12,0.9602525677891275,-2,SRC_0015,anomaly,NDR,Palo Alto Networks,AST_0015,IOT-0015,172.28.167.55,svc_0015,Security,rundll32.exe,internal
019af411-3dc0-7ba8-8000-000000000000,2026-01-21 16:29:08,RULE_011,Resource Development,T1588,1,2,workstation,6,3,9,False,standard,1583,false_positive,6,0.6020599913279623,-1,SRC_0017,anomaly,Firewall,Cisco,AST_0017,WS-0017,192.168.13.238,user_0017,IT,python.exe,internal
019af411-3dc1-7ba9-8000-000000000000,2026-02-26 17:23:32,RULE_021,Privilege Escalation,T1134,3,2,cloud_vm,7,1,8,False,standard,1897,false_positive,21,0.3154648767857287,1,SRC_0009,anomaly,Email Gateway,Cisco,AST_0009,VM-0009,192.168.43.73,user_0009,HR,powershell.exe,internal
019af411-3dc2-7baa-8000-000000000000,2026-01-28 09:16:04,RULE_007,Reconnaissance,T1595,1,1,workstation,6,12,17,False,admin,404,false_positive,6,0.8874115761940965,0,SRC_0038,signature_broad,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,python.exe,inbound
019af411-3dc3-7bab-8000-000000000000,2025-12-19 15:37:43.271174,RULE_025,Initial Access,T1133,2,2,domain_controller,9,5,13,False,standard,1750,false_positive,18,0.6789391989029928,0,SRC_0088,anomaly,NDR,Microsoft,AST_0088,DC-0088,172.22.126.72,user_0088,HR,rundll32.exe,inbound
019af411-3dc4-7bac-8000-000000000000,2025-12-13 09:44:37.925591,RULE_014,Persistence,T1053,2,3,server,7,2,8,False,standard,132,false_positive,14,0.5,-1,SRC_0035,anomaly,EDR,Splunk,AST_0035,SRV-0035,192.168.147.59,user_0035,Operations,wmic.exe,internal
019af411-3dc5-7bad-8000-000000000000,2026-02-08 14:02:05.989261,RULE_047,Resource Development,T1583,1,2,server,6,3,14,False,admin,2834,false_positive,6,0.511916049619631,-1,SRC_0218,anomaly,IDS,Cisco,AST_0218,SRV-0218,10.60.3.97,adm_0218,Operations,ssh,internal
019af411-3dc6-7bae-8000-000000000000,2025-12-20 09:53:12,RULE_045,Reconnaissance,T1592,1,3,server,6,4,18,True,standard,672,false_positive,6,0.5466025697329024,-2,SRC_0233,anomaly,Email Gateway,Cisco,AST_0233,SRV-0233,192.168.128.241,user_0233,Operations,svchost.exe,inbound
019af411-3dc7-7baf-8000-000000000000,2026-02-05 17:54:36,RULE_048,Defense Evasion,T1027,3,4,iot,2,6,11,False,standard,184,false_positive,6,0.783091851446946,-1,SRC_0217,anomaly,NDR,SentinelOne,AST_0217,IOT-0217,172.23.246.203,user_0217,Security,wmic.exe,internal
019af411-3dc8-7bb0-8000-000000000000,2026-01-24 15:56:15,RULE_048,Collection,T1005,3,1,iot,2,3,11,False,standard,1314,false_positive,6,0.5578858913022596,2,SRC_0217,anomaly,NDR,SentinelOne,AST_0217,IOT-0217,172.23.246.203,user_0217,Security,wmic.exe,internal
019af411-3dc9-7bb1-8000-000000000000,2026-01-03 13:05:20,RULE_007,Discovery,T1018,1,2,workstation,6,15,32,False,admin,287,false_positive,6,0.7929594526822421,-1,SRC_0038,signature_broad,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,powershell.exe,lateral
019af411-3dca-7bb2-8000-000000000000,2026-01-24 04:59:38.840371,RULE_007,Reconnaissance,T1590,1,5,workstation,6,16,33,False,admin,53,false_positive,6,0.8034383677671774,-4,SRC_0038,signature_broad,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,wmic.exe,inbound
019af411-3dcb-7bb3-8000-000000000000,2026-02-03 21:17:51.942065,RULE_008,Credential Access,T1556,3,1,cloud_vm,8,6,14,False,standard,854,false_positive,24,0.7185650207899779,2,SRC_0075,anomaly,NDR,Palo Alto Networks,AST_0075,VM-0075,172.27.33.141,user_0075,HR,rundll32.exe,lateral
019af411-3dcc-7bb4-8000-000000000000,2026-02-12 11:51:42,RULE_046,Command and Control,T1219,3,2,server,6,5,8,False,standard,87,false_positive,18,0.8154648767857287,1,SRC_0003,anomaly,SIEM,SentinelOne,AST_0003,SRV-0003,172.21.226.142,user_0003,Operations,svchost.exe,outbound
019af411-3dcd-7bb5-8000-000000000000,2026-01-03 10:18:01,RULE_028,Execution,T1059,2,2,workstation,4,2,7,False,standard,819,false_positive,8,0.5283208335737188,0,SRC_0173,anomaly,NDR,Palo Alto Networks,AST_0173,WS-0173,192.168.55.124,user_0173,Finance,rundll32.exe,internal
019af411-3dce-7bb6-8000-000000000000,2026-02-28 08:57:10.800358,RULE_038,Collection,T1114,3,3,workstation,6,2,11,False,admin,816,escalated,18,0.4421141086977403,0,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,bash,internal
019af411-3dcf-7bb7-8000-000000000000,2026-01-23 10:35:54,RULE_010,Defense Evasion,T1070,3,3,domain_controller,9,3,11,False,standard,2290,false_positive,27,0.5578858913022596,0,SRC_0044,anomaly,IDS,Microsoft,AST_0044,DC-0044,192.168.10.13,user_0044,IT,bash,internal
019af411-3dd0-7bb8-8000-000000000000,2026-01-15 16:58:46.775035,RULE_010,Resource Development,T1585,1,2,workstation,3,19,28,False,standard,134,false_positive,3,0.8896552084543234,-1,SRC_0140,signature_broad,SIEM,Cisco,AST_0140,WS-0140,192.168.33.80,user_0140,Operations,ssh,internal
019af411-3dd1-7bb9-8000-000000000000,2026-01-07 12:08:21,RULE_002,Execution,T1106,2,2,workstation,6,2,27,False,standard,3234,false_positive,12,0.3296953369198657,0,SRC_0066,signature_broad,SIEM,Splunk,AST_0066,WS-0066,192.168.71.195,user_0066,Operations,wmic.exe,internal
019af411-3dd2-7bba-8000-000000000000,2026-01-13 08:39:14,RULE_038,Resource Development,T1587,1,2,iot,1,16,16,False,standard,45,false_positive,1,1.0,-1,SRC_0020,anomaly,NDR,Palo Alto Networks,AST_0020,IOT-0020,172.22.181.205,user_0020,IT,wmic.exe,internal
019af411-3dd3-7bbb-8000-000000000000,2026-02-17 13:45:32,RULE_038,Discovery,T1082,1,1,cloud_vm,4,7,10,False,standard,0,false_positive,4,0.8671944789536634,0,SRC_0146,anomaly,Email Gateway,Palo Alto Networks,AST_0146,VM-0146,172.31.30.249,user_0146,Engineering,curl.exe,lateral
019af411-3dd4-7bbc-8000-000000000000,2026-02-03 08:48:06.472237,RULE_010,Credential Access,T1556,3,4,server,7,4,7,False,standard,128,false_positive,21,0.7739760316291208,-1,SRC_0154,anomaly,Firewall,Splunk,AST_0154,SRV-0154,192.168.28.196,user_0154,Engineering,svchost.exe,lateral
019af411-3dd5-7bbd-8000-000000000000,2025-12-30 12:20:51.971654,RULE_007,Privilege Escalation,T1078,3,5,cloud_vm,6,6,15,True,admin,1552,true_positive,18,0.701838730514401,-2,SRC_0161,signature_broad,NDR,Microsoft,AST_0161,VM-0161,10.222.80.14,adm_0161,Finance,wmic.exe,internal
019af411-3dd6-7bbe-8000-000000000000,2025-12-30 00:29:44.176119,RULE_025,Privilege Escalation,T1548,3,2,server,8,1,12,False,standard,826,true_positive,24,0.27023815442731974,1,SRC_0200,anomaly,EDR,CrowdStrike,AST_0200,SRV-0200,172.22.243.144,user_0200,Operations,wmic.exe,internal
019af411-3dd7-7bbf-8000-000000000000,2025-12-31 13:04:38,RULE_016,Reconnaissance,T1595,1,2,server,8,1,13,False,standard,4829,false_positive,8,0.26264953503719357,-1,SRC_0058,anomaly,Firewall,Splunk,AST_0058,SRV-0058,192.168.46.158,user_0058,HR,python.exe,inbound
019af411-3dd8-7bc0-8000-000000000000,2026-01-10 11:20:04,RULE_048,Reconnaissance,T1592,1,2,iot,2,8,17,False,standard,90,false_positive,2,0.7601875334318686,-1,SRC_0217,anomaly,NDR,SentinelOne,AST_0217,IOT-0217,172.23.246.203,user_0217,Security,svchost.exe,inbound
019af411-3dd9-7bc1-8000-000000000000,2026-03-06 14:36:37,RULE_019,Reconnaissance,T1590,1,2,workstation,6,4,8,False,standard,705,false_positive,6,0.7324867603589634,-1,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,rundll32.exe,inbound
019af411-3dda-7bc2-8000-000000000000,2026-01-27 20:57:45.663526,RULE_011,Lateral Movement,T1550,4,4,workstation,5,0,6,False,standard,25472,true_positive,20,0.0,0,SRC_0129,behavioral,CloudTrail,Microsoft,AST_0129,WS-0129,192.168.71.201,user_0129,Engineering,cmd.exe,lateral
019af411-3ddb-7bc3-8000-000000000000,2026-02-14 05:01:41.383766,RULE_048,Execution,T1203,2,4,cloud_vm,6,3,6,False,standard,66,false_positive,12,0.7124143742160444,-2,SRC_0249,anomaly,Email Gateway,Palo Alto Networks,AST_0249,VM-0249,192.168.109.97,user_0249,HR,powershell.exe,internal
019af411-3ddc-7bc4-8000-000000000000,2026-01-24 08:40:53,RULE_028,Persistence,T1053,2,1,workstation,4,4,7,False,standard,200,false_positive,8,0.7739760316291208,1,SRC_0173,anomaly,NDR,Palo Alto Networks,AST_0173,WS-0173,192.168.55.124,user_0173,Finance,powershell.exe,internal
019af411-3ddd-7bc5-8000-000000000000,2025-12-26 13:40:19,RULE_038,Reconnaissance,T1590,1,5,cloud_vm,4,8,18,False,standard,1382,false_positive,4,0.746228600043274,-4,SRC_0146,anomaly,Email Gateway,Palo Alto Networks,AST_0146,VM-0146,172.31.30.249,user_0146,Engineering,cmd.exe,inbound
019af411-3dde-7bc6-8000-000000000000,2026-02-06 03:49:26.290270,RULE_038,Reconnaissance,T1589,1,5,workstation,6,14,27,False,admin,93,true_positive,6,0.8126902754116444,-4,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,rundll32.exe,inbound
